timestamp,open,high,low,close,volume,rsi,bollinger_high,bollinger_low,macd,macd_signal,atr,orderbook_imbalance,spread,bid_depth,ask_depth,fear_greed_index,returns,price_range,price_range_ratio,body_ratio,sma_5,sma_10,sma_20,volume_ma5,volume_ma10,relative_volume,momentum_1,momentum_5,momentum_10,volatility_5,volatility_10,volatility_ratio,trend_strength,future_return_5,future_return_10,future_return_15,target
2025-02-11 05:47:06.112,0.1342516171896077,0.11266998917094898,0.15206710634912618,0.13693030815403173,0.023970298604230143,3.0124102482371775,-0.14756937295301117,-1.3944942854470601,4.0002030457780595,2.1605519260609705,0.45340107455135215,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,4.761308109676675,62.11999999999534,-0.36661659978184236,-0.32740611199656555,95119.044,92717.386,90629.19399999999,0.08794519999999999,0.23237759999999996,-0.6729689558242877,4.703032615193216,9.70281221309972,12.024073798786441,1.62876711992366,1.115813814784057,1.1563373117429823,4.8818116660670645,0.0023209474953254094,0.0013377754364383154,0.003285440101681525,1.0
2025-02-11 05:49:17.184,0.13147508263164867,0.11471396566793807,0.15426248330909192,0.13899938720463317,-0.07319534661822452,3.0132241980988854,-0.023045736546102265,-1.4238321836511822,4.518381879912558,2.6300263109002207,0.3772132542490128,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,0.07916142732439915,61.01999999998952,-0.36893275341973186,0.5889734776570695,96153.838,93656.122,91101.907,0.057835199999999996,0.1692656,-0.7585498774805272,0.07819253994826607,9.93741837571543,12.048206764704661,1.5645707674602671,1.1116614496536217,1.124296145602105,5.5030988088760395,0.003892133070170223,0.001957700683965502,0.0034910610956102595,1.0
2025-02-11 05:51:28.256,0.1362431163459158,0.11916415611455111,0.15899540256717704,0.14040116348532433,-0.0728283606737862,3.0138155632127916,0.0824607381583069,-1.4338483861698033,4.874900312683073,3.0767368534316044,0.30626116639253625,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,0.05362063486730904,59.05000000000291,-0.37305230501617404,-0.01660254645444795,97003.36,94584.253,91565.9725,0.0313774,0.107904,-0.750471708415218,0.0529643511445525,8.076103070766095,11.896041726745457,1.7776687559372863,1.1359313109430247,1.222629104372417,5.915895815737058,0.0024359151360309195,0.001558773442443373,0.004091321103349532,1.0
2025-02-11 05:53:39.328,0.13967570031885207,0.11725724243747669,0.16240270707970428,0.14157389855125838,-0.07686520606260781,3.014346568056141,0.1719339994514659,-1.4225116082565363,5.100356110999403,3.4790872651898397,0.23530970999943263,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,0.04485354139326981,10.64999999999418,-0.4738603859071287,0.5889734776570695,97763.652,95361.511,92036.5095,0.0188508,0.0780276,-0.7566254561869138,0.044304561523911046,7.192558397571524,9.793037834920622,1.894797169219553,1.156483061585425,1.2702761075263072,6.214802108881177,0.002104462386688377,0.0018203099699849457,0.0032551521373465064,1.0
2025-02-11 05:55:50.400,0.14085992511029166,0.1235371127499414,0.16003514369150457,0.14793089342040439,0.07992342226626056,3.017412904077487,0.2488797602019873,-1.3950496649655904,5.228315925996014,3.8264975902403497,0.17771618869505904,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,0.24310925606145808,89.83000000000175,-0.3090753520644118,0.13552158576473905,98007.086,96057.347,92509.93299999999,0.004538,0.056907799999999995,2.043082970116802,0.24013374769607956,2.238736427972333,8.682300509055912,0.48377828242740933,1.208295724532709,0.5088770830356372,5.920110967008569,0.0011222766614891189,0.002612765300502806,0.0025141607637355623,1.0
2025-02-11 06:00:12.544,0.1507440323132138,0.1374043891648578,0.17338952571193073,0.16196847710165943,0.07285282640341544,3.024884227547556,0.3659549049142334,-1.288601812084257,5.265587975966772,4.341505132436187,0.06955239652181744,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,0.5365204253106206,96.32000000000698,-0.29582790952253984,0.5889734776570695,98052.56199999999,96585.803,92999.1845,0.0053372,0.046641199999999994,1.5162004012200057,0.5299537439774153,0.4118042871475407,6.4638196647633945,-0.40726229610303316,1.0495088104308434,0.05597125461154657,5.385859705153158,-0.0009808954520444946,0.0009622592531526308,0.0010329342369275185,0.5
2025-02-11 06:02:23.616,0.15224627427869278,0.17047460176995918,0.1748807043307908,0.1809954153216451,0.17463026166097842,3.0353786987538838,0.40830225571581974,-1.2111087976586647,5.227352281593518,4.516239621822929,0.05489289087344799,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,0.7262708842925506,386.820000000007,0.3065952323220918,0.15850763272900042,98128.838,97141.338,93494.771,0.009389,0.0336121,1.3990023969581136,0.7173817735826029,0.691944956908379,6.80265481763524,-0.3631542566712123,1.015335274400544,0.08252697154655685,4.884344636827859,-0.0019269325084646516,-0.00039951700122742295,-0.0007512546155395983,0.0
2025-02-11 06:04:34.688,0.18269808661520168,0.1581868111845425,0.18875164563591565,0.16668804751724267,-0.07686520606260781,2.8687661607056154,0.43639831402578894,-1.1196323245770656,5.1163468459859685,4.633879883035014,0.016296450386910414,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,-0.5451624512124302,148.18999999998778,-0.1881449238631537,0.5889734776570695,98176.58200000001,97589.97099999999,93991.0105,0.009323,0.020350200000000002,-0.7460032954392635,-0.5384899967762948,0.4323028917577861,5.436890060576649,-0.2724118592156314,1.0385393201374489,0.1328139428005347,4.355458591144053,-0.0008750102428927153,0.0016513833376510245,0.0019663300211678614,0.5
2025-02-11 06:06:45.760,0.17364682858485173,0.1493321178979562,0.17963349125367442,0.16428641824136944,-0.06661406534796385,2.8395573882812575,0.45328683708130024,-1.0180469062908413,4.96740881769222,4.698276612862623,-0.01941641712314294,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,-0.09163179158537392,149.39999999999418,-0.18556197696382734,0.07255643384746893,98217.834,97990.743,94479.01,0.0094906,0.0141707,-0.6598724467037613,-0.09051027459003592,0.3732052290236675,4.832383069563552,-0.2655726859225609,1.0629217702287923,0.13468720326386044,3.8344343931345284,-0.0002835556844310583,0.0011482732527881012,0.002032946625147858,0.5
2025-02-11 06:08:56.832,0.16030233870497052,0.13627742820111033,0.17582552216776084,0.16005025692808383,-0.07021052760345946,2.7848115506786844,0.4527845495765669,-0.8940741893176886,4.787703631820335,4.713939985739928,-0.058242517949592246,-0.122407903967062,0.0036641919881419,0.06693,0.0856009999999999,47,-0.16166243914357753,63.88999999999942,-0.3632135890175136,-0.5397624617855077,98239.846,98123.46599999999,94951.9975,0.007035999999999999,0.005787,-0.6634281050332629,-0.15968378992292587,0.19808258832985154,1.5509393516671814,-0.2569441952181565,0.07005556526906002,0.34640674621425743,3.3146619754788946,0.0014888177735732366,0.0013903237743226882,0.0020506511757096835,1.0
