timestamp,open,high,low,close,volume,rsi_14,bb_lower,bb_middle,bb_upper,ma_5,ma_13,ma_21,atr,volatility,macd,macd_signal,macd_hist,stoch_k,stoch_d,adx,cci,obv,body_size,upper_shadow,lower_shadow,price_momentum,volume_momentum,price_acceleration,trend_strength,hour_of_day,day_of_week,volatility_regime,trend_regime,market_phase,price_direction,trend_strength_target,trading_signal,volatility_level,price_change,next_price,optimal_position,risk_reward
2025-02-10 15:59:09.824,97166.35,97317.13,97166.35,97166.35,0.001071,49.39009344551545,90317.87614434432,97642.5375,104967.19885565569,97608.968,99576.16307692307,97450.59428571428,4093.2807517505985,0.042126525816299554,1216.9331600022124,2081.997189192565,-865.0640291903528,51.491679958276734,52.807092628878564,24.9541769586174,-52.88051788179571,-391.123896,0.0,0.001551771781074403,0.0,-0.02073929754427828,-0.9480475382003396,0.020256211886625852,38.282430766029506,15,0,high,sideways,high_sideways,1,medium,1,high,0.0023877607834399406,97398.36,0.23896978917626605,1.1390638294126654
2025-02-10 16:01:20.896,97263.05,97317.64,96790.59,97117.24,1.009406,49.23490654405475,90660.11793313954,97798.3995,104936.68106686046,97376.458,99713.02461538462,97617.52333333333,3816.253115848405,0.03929532095278248,1031.2907328258589,1871.855897919224,-840.5651650933651,51.07252733289139,51.750710718594064,23.208577893503044,-62.6881432904145,-392.133302,0.0014991304508752057,0.0005612614451222382,0.0033584182276826476,-0.011828983354563394,15.641212061262507,0.008910314189714885,64.49795625579645,16,0,high,sideways,high_sideways,1,medium,1,high,0.0034595299454556194,97453.22,0.30841121495327106,1.2109792854918668
2025-02-10 16:03:31.968,97128.96,97173.36,97046.35,97156.25,0.001282,49.37099000589541,90873.80018490538,97905.40699999999,104937.0138150946,97237.36799999999,99553.95230769229,97767.82095238095,3531.450431580437,0.03634815497284464,877.2036946355365,1672.9254572624866,-795.7217626269501,50.665191411403185,51.076466234190434,21.650736974751197,-66.33247618092979,-392.13202,0.00028096666534876513,0.0001761575538335897,0.0008505187330328728,-0.007107183625833735,-0.9563797209935352,0.004721799728729659,59.518834388620576,16,0,high,sideways,high_sideways,1,medium,1,high,0.0018642135734963095,97337.37,0.2974353401434471,1.2384919966093542
2025-02-10 16:05:43.040,97239.7,97352.86,97239.7,97352.86,0.000553,50.09706352363985,91119.81964252017,98025.8315,104931.84335747983,97236.46399999999,99440.85923076925,97879.09523809524,3275.4837887600333,0.033645480869899796,762.1675969692005,1490.7738852038294,-728.6062882346289,35.65920536448273,45.79897470292576,20.126219047228112,-61.52343940743996,-392.131467,0.0011637222245646942,0.0,0.0,-4.642688617961799e-05,-0.9886195258478762,0.007060756739654117,41.17287455500224,16,0,high,sideways,high_sideways,1,medium,0,high,0.0007949432610403484,97430.25,0.24788089545750924,1.2159368338414223
2025-02-10 16:07:54.112,97391.87,97391.87,97236.95,97236.95,0.000447,49.64504415020407,91228.67356252018,98085.543,104942.41243747983,97205.93,98853.99076923076,97988.26571428572,3037.233105918112,0.031235380232700758,654.1075478349667,1323.440617730057,-669.3330698950904,20.343784317098528,35.55606036432815,18.727268678569015,-57.41498805049668,-392.131914,0.001590687189803402,0.0,0.0,-0.0015676208614429088,-0.9727555311757177,-0.0015211939752632908,35.05102417534789,16,0,high,sideways,high_sideways,1,medium,1,high,0.001588079428653355,97391.37,0.23005868289502285,1.2824746859869691
2025-02-10 16:10:05.184,97236.95,97398.36,97236.95,97398.36,0.000925,50.317314651711406,92674.68002776867,98456.35800000001,104238.03597223134,97252.33200000001,98323.81692307693,98052.82,2818.743010032565,0.028940353924158117,574.8669105037698,1173.7258762847996,-598.8589657810298,5.72729526603051,20.576761649203924,17.46168922112003,-51.409704550656514,-392.130989,0.001659965681770186,0.0,0.0,0.0023877607834399406,-0.1363211951447244,0.003955381644882849,31.894953019031334,16,0,high,sideways,high_sideways,1,medium,1,high,0.0015277464630820692,97547.16,0.21940882416865895,1.4479549868829233
2025-02-10 16:12:16.256,97460.58,97475.23,97453.22,97453.22,0.000367,50.55891628535193,93348.41190478147,98661.8315,103975.25109521853,97319.528,97887.44153846154,98408.58952380953,2611.372500880947,0.02679616436358847,510.6088965205854,1041.1024803319567,-530.4935838113713,6.839412187852022,10.970163923660353,16.254180955042585,-42.68675409997031,-392.130622,7.551771187900361e-05,0.00015031718465039075,0.0,0.0034595299454556194,-0.9996364198350317,0.0010717691620156788,23.66895436669421,16,0,high,sideways,high_sideways,1,medium,1,high,0.00206796655872421,97654.75,0.19332753749184958,1.5888760068505257
2025-02-10 16:14:27.328,97392.87,97392.87,97303.27,97337.37,0.000746,50.00589615779955,93688.46145788641,98777.1185,103865.77554211358,97355.75200000001,97563.17538461539,98598.76190476191,2425.9917784010563,0.024923539421714973,445.2037984252529,921.922743950616,-476.7189455253631,8.204384740332776,6.923697398071769,15.283770455476056,-43.754629230341465,-392.131368,0.0005698569104699349,0.0,0.0003501282999463028,0.0018642135734963095,-0.4180967238689547,-0.00159531637195931,33.179743947369275,16,0,high,sideways,high_sideways,1,medium,1,high,0.001670786872503438,97500.0,0.23429689198000433,1.7891392636363785
2025-02-10 16:16:38.400,97267.69,97547.16,97255.75,97430.25,0.002283,50.473621184826015,93998.28596963329,98881.729,103765.17203036672,97371.23000000001,97425.18,98712.9819047619,2265.849187867494,0.02325611591746397,396.2961711605458,816.797429392602,-420.5012582320562,12.890034756385864,9.311277228190221,14.26071242416349,-28.469050999441187,-392.12908500000003,0.0016712641165838077,0.0012019407472306939,0.00012275402037410703,0.0007949432610403484,3.128390596745027,-0.001069270312455961,19.115213487034794,16,0,high,sideways,high_sideways,1,weak,1,high,0.0024644296817466493,97670.36,0.1813736144316453,1.845859098263867
2025-02-10 16:18:49.472,97416.11,97416.11,97311.37,97391.37,0.000997,50.26164005167828,93867.16187605856,98790.088,103713.01412394145,97402.114,97356.84000000001,98810.75952380954,2105.3541351257895,0.021617460922110344,350.3604954270995,723.5100425995016,-373.1495471724021,17.949984664241512,13.014801386986719,13.330759565624419,-23.784420044697516,-392.130082,0.00025396210134037624,0.0,0.000821219406112603,0.001588079428653355,1.2304250559284116,0.0007931361676130066,17.686270205451024,16,0,high,sideways,high_sideways,1,weak,1,high,0.002550020602441583,97639.72,0.17800478156922409,1.7937771838717036
