timestamp,open,high,low,close,volume,rsi,bollinger_high,bollinger_low,macd,macd_signal,atr,orderbook_imbalance,spread,bid_depth,ask_depth,fear_greed_index
2025-02-11 04:35:00.736,88171.07,88457.05,88000.0,88457.05,0.828899,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:37:11.808,88056.23,88500.42,88056.23,88314.06,0.667757,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:39:22.880,88314.06,88600.04,88063.62,88171.07,0.834967,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:41:33.952,88171.07,88715.5,88171.07,88314.06,0.70986,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:43:45.024,88314.06,88533.14,88279.74,88457.05,0.628245,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:45:56.096,88500.42,88600.04,88171.07,88314.06,0.622826,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:48:07.168,88314.06,88600.04,88276.31,88500.42,0.53628,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:50:18.240,88457.05,88718.82,88281.46,88500.42,0.57821,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:52:29.312,88715.5,88743.03,88410.96,88410.96,0.596329,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:54:40.384,88600.04,88743.03,88282.02,88457.05,0.700402,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:56:51.456,88457.05,88600.04,88236.96,88457.05,0.566323,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 04:59:02.528,88314.06,88600.04,88272.88,88314.06,0.588631,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 05:01:13.600,88457.05,88533.14,88282.02,88282.02,0.533321,,,,,,0.0,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 05:03:24.672,88457.05,88533.14,88314.06,88533.14,0.097964,56.39464926737526,,,,,386.507857142852,-0.16060888061685683,0.003401877245985114,0.06313900000000001,0.08730099999999995,47
2025-02-11 05:05:35.744,88393.3,88393.3,88393.3,88393.3,0.0,48.704198016649705,,,,,368.8887244897909,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:07:46.816,88766.47,88999.8,88457.05,88718.82,0.705269,61.77253596501733,,,,,385.8609584548058,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:09:57.888,88600.04,88743.03,88400.0,88600.04,0.547617,56.151101638319474,,,,,382.8016042794625,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:12:08.960,88600.04,88800.0,88400.0,88600.04,0.607374,56.151101638319474,,,,,384.0300611166437,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:14:20.032,88743.03,88743.03,88357.59,88410.96,0.569503,48.074349325527635,,,,,384.13077103688363,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:16:31.104,88600.04,88766.47,88282.02,88457.05,0.558078,49.96368698837955,88682.1501337263,88184.11786627368,,,391.2964302485346,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:18:42.176,88457.05,88782.19,88282.02,88314.06,0.678312,44.548156414873816,88680.00399125805,88171.96500874193,,,399.07311380221057,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:20:53.248,88314.06,88766.47,88314.06,88457.05,0.726342,50.34431421561901,88682.1501337263,88184.11786627368,,,402.88289138776724,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
2025-02-11 05:23:04.320,88410.96,88743.03,88410.96,88718.82,0.544334,58.82865584311977,88708.70797088632,88212.33502911369,,,397.8248277172119,-0.1320810991305246,0.003664191988141962,0.06693000000000002,0.08730099999999995,47
