timestamp,action,price,profit,balance,reason
2025-02-11 05:38:21.824,buy,-0.832203298606075,0.0,9400.0,上昇トレンド+予測シグナル
2025-02-11 05:40:32.896,sell,-0.6817092291918503,-101.99269252091754,9862.007307479082,ストップロス
2025-02-11 05:47:06.112,buy,-0.0060588217584721,0.0,9270.286869030337,上昇トレンド+予測シグナル
2025-02-11 05:49:17.184,sell,-0.0030476262774295,-276.4363802809623,9550.067700891195,ストップロス
2025-02-11 05:51:28.256,buy,-0.001007577396444,0.0,8977.063638837724,上昇トレンド+予測シグナル
2025-02-11 05:53:39.328,sell,0.0006991406383136,-912.3656286242963,8603.321828543692,ストップロス
