timestamp,price,usdt_balance,btc_balance,total_assets,total_fees,profit_pct,trend_score,volatility
2025-02-10 00:17:37.792,96732.44,1000.0,0.0,1000.0,0.0,0.0,1.283150594329769,0.9435143805693402
2025-02-10 00:19:48.864,96693.01,1000.0,0.0,1000.0,0.0,0.0,1.0297704901238904,0.8578674343720204
2025-02-10 00:21:59.936,96934.03,1000.0,0.0,1000.0,0.0,0.0,1.8938504498442914,1.0078305351379448
2025-02-10 00:24:11.008,96833.46,1000.0,0.0,1000.0,0.0,0.0,-0.5372976364972367,0.8685696192915163
2025-02-10 00:26:22.080,96736.47,1000.0,0.0,1000.0,0.0,0.0,0.2868091077196908,0.7574735825961725
2025-02-10 00:28:33.152,96757.3,1000.0,0.0,1000.0,0.0,0.0,0.05745381127601168,0.7494896813390135
2025-02-10 00:30:44.224,96757.3,1000.0,0.0,1000.0,0.0,0.0,0.8715256155264721,0.7264874535987449
2025-02-10 00:32:55.296,96730.97,1000.0,0.0,1000.0,0.0,0.0,0.00944942385444271,0.6852359304893497
2025-02-10 00:35:06.368,96699.69,1000.0,0.0,1000.0,0.0,0.0,-0.34044675058530266,0.6445161553642648
2025-02-10 00:37:17.440,96728.28,1000.0,0.0,1000.0,0.0,0.0,1.2955838131018953,0.6518466914843078
2025-02-10 00:39:28.512,96801.59,1000.0,0.0,1000.0,0.0,0.0,0.3505423885366248,0.6924236400084912
2025-02-10 00:41:39.584,96743.99,1000.0,0.0,1000.0,0.0,0.0,0.2088064841537827,0.6275564991534265
2025-02-10 00:43:50.656,96807.65,1000.0,0.0,1000.0,0.0,0.0,-0.30238186293121105,0.704940829960352
2025-02-10 00:46:01.728,96765.01,1000.0,0.0,1000.0,0.0,0.0,-0.5863690692246998,0.6299801093069516
2025-02-10 00:48:12.800,96609.06,1000.0,0.0,1000.0,0.0,0.0,-0.16304380188357703,0.34419232338926037
2025-02-10 00:50:23.872,96633.54,1000.0,0.0,1000.0,0.0,0.0,0.14544460348507154,0.33893932853318254
2025-02-10 00:52:34.944,96501.11,1000.0,0.0,1000.0,0.0,0.0,-1.7546145376687328,-0.03841847604653851
2025-02-10 00:54:46.016,96535.52,1000.0,0.0,1000.0,0.0,0.0,-0.5327151104735046,0.026101549773606764
2025-02-10 00:56:57.088,96566.9,1000.0,0.0,1000.0,0.0,0.0,-1.8230001266585545,0.13827777150596698
2025-02-10 00:59:08.160,96571.01,1000.0,0.0,1000.0,0.0,0.0,-4.544979515111153,0.1790256613251779
