timestamp,price,usdt_balance,btc_balance,total_assets,total_fees,profit_pct,trend_score,volatility
2025-02-09 19:55:29.152,95895.42,1000.0,0.0,1000.0,0.0,0.0,-0.11951516905849334,0.3782724444619018
2025-02-09 19:57:40.224,95889.85,1000.0,0.0,1000.0,0.0,0.0,-0.16391962939018068,0.3897788592868532
2025-02-09 19:59:51.296,95906.88,1000.0,0.0,1000.0,0.0,0.0,0.734886927765199,0.33885402283551014
2025-02-09 20:02:02.368,95707.62,1000.0,0.0,1000.0,0.0,0.0,-2.5597138618774355,-0.010079598547647181
2025-02-09 20:04:13.440,95415.38,1000.0,0.0,1000.0,0.0,0.0,-1.4814085312651668,-0.2669623620519193
2025-02-09 20:06:24.512,95888.26,1000.0,0.0,1000.0,0.0,0.0,-1.490467977436531,0.45233211417242913
2025-02-09 20:08:35.584,95889.83,1000.0,0.0,1000.0,0.0,0.0,-0.39516699306959296,0.4640278225330954
2025-02-09 20:10:46.656,95944.42,1000.0,0.0,1000.0,0.0,0.0,-1.4011253609515397,0.553404007997295
2025-02-09 20:12:57.728,95910.98,1000.0,0.0,1000.0,0.0,0.0,-1.8745305029746717,0.5029752047419852
2025-02-09 20:15:08.800,96000.08,1000.0,0.0,1000.0,0.0,0.0,0.2907366402407441,0.6337754644130646
2025-02-09 20:17:19.872,96058.72,1000.0,0.0,1000.0,0.0,0.0,-1.0217403311524516,0.7094981987219512
2025-02-09 20:19:30.944,95973.0,1000.0,0.0,1000.0,0.0,0.0,-1.1916377846243709,0.5977882046608715
2025-02-09 20:21:42.016,96210.93,1000.0,0.0,1000.0,0.0,0.0,-1.7678591457859103,0.9205415551324083
2025-02-09 20:23:53.088,96146.67,1000.0,0.0,1000.0,0.0,0.0,-2.0381715953735187,0.818960007870645
2025-02-09 20:26:04.160,96073.35,1000.0,0.0,1000.0,0.0,0.0,-1.344251581634104,0.6995272949117978
2025-02-09 20:28:15.232,96246.75,1000.0,0.0,1000.0,0.0,0.0,-0.8433937625070045,0.9029980794881455
2025-02-09 20:30:26.304,96295.49,1000.0,0.0,1000.0,0.0,0.0,-1.7228648145248602,0.9238205681316405
