timestamp,price,usdt_balance,btc_balance,total_assets,profit_pct,trend_score,volatility
2025-02-16 07:34:21.952,104761.86,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,5.804110410989799,0.6047840532843506
2025-02-16 07:36:33.024,104611.71,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,7.1602350092707,0.5263179580947992
2025-02-16 07:38:44.096,104669.89,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,9.034866993561437,0.5444075463671957
2025-02-16 07:40:55.168,105210.03,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,8.846522718275736,0.7380379662620048
2025-02-16 07:43:06.240,105099.57,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,7.32298262179188,0.6804713547568991
2025-02-16 07:45:17.312,105479.27,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,0.8840043243415338,0.7957157135939644
2025-02-16 07:47:28.384,105332.9,1019.2197224000008,0.0,1019.2197224000008,1.9219722400000818,-13.310469933131696,0.7165983427045362
2025-02-16 07:49:39.456,105099.57,993.9958256000008,0.00024,1019.2197224000008,1.9219722400000818,-12.256099894161887,0.6146754051699331
2025-02-16 07:51:50.528,105099.57,993.9958256000008,0.00024,1019.2197224000008,1.9219722400000818,-12.337022659788987,0.6054627770067285
2025-02-16 07:54:01.600,105250.55,993.9958256000008,0.00024,1019.2559576000008,1.9255957600000781,-13.298898053119416,0.6548269124360436
2025-02-16 07:56:12.672,105332.9,993.9958256000008,0.00024,1019.2757216000008,1.927572160000079,-13.711555198028227,0.6750131719393316
2025-02-16 07:58:23.744,105173.77,993.9958256000008,0.00024,1019.2375304000008,1.9237530400000764,-5.092315684485271,0.6048653298799517
2025-02-16 08:00:34.816,104927.7,993.9958256000008,0.00024,1019.1784736000008,1.9178473600000756,-10.011825191003796,0.5133512488873385
2025-02-16 08:02:45.888,104094.74,1018.9785632000007,0.0,1018.9785632000007,1.8978563200000735,-8.36448626655093,0.22231939890984753
2025-02-16 08:04:56.960,103949.09,992.9912907000007,0.00025,1018.9785632000007,1.8978563200000735,-5.564392928203938,0.20211805653535597
2025-02-16 08:07:08.032,103232.93,1018.7995232000007,0.0,1018.7995232000007,1.8799523200000752,-6.997604051113999,0.023918213917263974
